row_id,Review,sentimiento_5_offline
3676,"Ahhh sobre el ala poniente del portal del Palacio de Hierro, se antoja pasar un buen rato solo mirando el bullicio en este sitio que es el corazón de Orizaba, con la vista a La Catedral y al Teatro de La Llave, un lugar único,...Más",
42276,"Se llena,las ruinas están mal, es genial para ver los restos de la playa. . Muchos lagartos que mis hijos descansar disfrutamos. Estaba lleno aunque en el fin de semana como Piccadilly Circus.Disfrutamos mucho más relajado Coba, subió la pirámide mientras puedas. . . .Tulum es centro turístico. Lo odié.Tulum es como una ciudad central backpackers en cualquier parte del mundo.La playa de Tulum es nada especial y el mar no siempre es seguro para los niños a nadar, también es caro si eres un viajero con presupuesto limitado o no mexicano acostumbrado a pagar $$$$ americanos precios. . .Si vas a ir a las ruinas de ir en una semana, las ruinas son baratos para entrar, paga en la máquina de visa en las puertas. . . Simplemente tome una carga. de dinero con usted para comprar comida o vendedores de playa desde el caminar por la playa. . . Se puede ir andando a la playa pública de las ruinas.",
119826,Una calle con comercios que ya dejaron de ser exclusivas de artesanías y ahora hasta productos chinos encuentras.No es de lo mejor de esta visita. ,
84808,Muy rico todo y muy buen servicio de parte de Jhony la hamburguesa muy recomendada a igual que el atún y las pizzas,
45611,"no es un área para meterse a la playa o tirarse a la arena pero si te gustan las vistas increíbles, definitivamente esta es una de ellas.personalmente es lo que más me gusta de la isla",
146579,Simplemente impresionante. Un pedazo de tranquilidad y belleza mexicana escondida.Muy contento de visitar antes de que este lugar se llene de turistas.El bote Ponton que se detuvo para que saliéramos y nadáramos / camináramos en el agua fue simplemente mágico. hermosos colores Realmente valió la pena el viaje de 3 horas desde Playa del Carmen.,
183296,"La primera vez que tengo un filete en la isla que no sólo era buena pero es increíble! ! ! Feliz de haber Javi en Isla Mujeres! ! ! No nos decepcionó nada estamos esta noche. Los pedidos de nuestro grupo consistía de: Chuletón, solomillo,...langosta, champiñones rellenos, cuña de ensalada con queso azul ensalada de la casa, Gambas Cevichi. Cada cosa era excelente! ! ! Puré de patatas ajo lados, Al vapor y arroz veges eran también excepcionales! ! ! (Lo siento, no se pudo obtener fotografías de nuestro plato principal). No te decepcionará! ! ! Las cenas eran un poco más caro de lo que esperábamos, pero no me quejo basada en la calidad y cantidad! ! ! Excelente! ! !Más",
16143,"Excelente lugar, buen servicio, vengan a pasar un día excepcional viendo la sierra alrededor, el mar, y una excelente vista en la terraza, les recomiendo el aguachile verde exquisito, gracias por todo.",
172873,"Qué se puede decir... la comida, el personal, el ambiente funky, frío como el hielo Modelo, el precio, tienes que ir aquí, además está a sólo un par de manzanas de las mejores compras de comestibles en la isla. Probar el pescado en el almuerzo...o la campana pimienta baguette. Mejor aún, ir con un amigo, conseguir uno de cada uno, y poner el pimiento abundante en la baguette... increíble.Más",
109788,El lugar es hermoso y la atención personal de los dueños lo convierte en un sitio inmejorable. Los desayunos aquí son de campeonato!,
201104,Me encanto este lugar nos llevaron a comer aquí como parte de un tour a la ciudad de Tequila y el lugar es muy bonito y la comida muy buena. Cuentan con buffet surtido o pedido a la carta en algún momento de la comida...Más,
205976,"Es un lugar para sentirte agusto como en tu casa. Es totalmente silencioso, dentro del bosque. Las habitaciones son muy acogedoras, la regadera deliciosa. Disfrutas del silencio y la naturaleza. Alex es muy relajado y simpático y el desayuno buenísimo:",
67427,"Pirámide que en su época debió ser grandiosa ya que a pesar de su deterioro y abandono no deja de ser hermosa, si eres un atleta y te gusta escalar pirámides, ésta es la única a la que se puede ascender, nadie hay que lo impida.",
183840,"Los trajes son muy completo y la explicación de Sergio es muy bueno. Disfrutamos del cortometraje durante la visita, que nos permitan comprender mejor la gente indígena de Chiapas. También estamos muy tocado para ver todas las obras que hacer para ayudarles. Llame para hacer una cita para la visita.",
57068,"Si bien el costo es elevado considerando que todo en San Cristóbal es muy barato, vale la pena hospedarse en este hotel, el personal desde que llegas es sumamente amable y están dispuestos a ayudarte siempre con una sonrisa en la cara en especial la gente de recepción, la decoración y la limpieza del hotel es espectacular, el jardín esta increíble sobre todo de noche te dan ganas de no querer salir del hotel. La comida del restaurante es muy buena excelente y muy rápido servicio aun que nuevamente comparado con los precios fueron altos comparado con lo que pagas fuera del hotel, pero comparando calidad-precio y servicio lo vale. Las habitaciones son súper bonitas excelente espacio aun que el wifi algo lento en la habitación 7, el aromatizante que usan me encanto, el único",
7654,"Para ir ahí tienes que llegar a Xilitla y luego tomar un taxi o utilizar el coche (no vi ningún transporte público, pero vi que muchas de las personas que llegaron a pie )cuesta $50 pesos para llegar en , y empieza a las 9 de la mañana.El castillo de Sir Edward James es simplemente increíble, que necesita 2 horas como mínimo para caminar. se recomienda usar zapatos cómodos, repelente mosquitos y prepárate para reclamar y caminar mucho!Los lugares están divididas en dos secciones, el castillo y ""las pozas"", coger el primer paseo del castillo, y luego ir a las cascadas. El agua es tan transparente como mar de Cancún, es simplemente maravilloso!Diviértete!",
172093,"El hotel es muy bonito, la habitacion amplia y con una vista maravillosa a la marina, el servicio es excelente",
90783,"La mejor atencion y la comida excelente, 100% recomendable para disfrutar de la mejor comida chiapaneca!!!",
81901,"Descubrir un lugar que lo tiene todo, es lo mejor que me pudo pasar. Un espacio lleno de naturaleza además de la increíble vista del volcán Popocatepetl tiene uno de los mejores Buffet en la ciudad sino es que el mejor, sumamente variado es difícil...Más",
38822,"Es un lugar muy típico, muy buen servicio y la comida excelente, la cochinita pibil de lo mejor que hemos probado, todos salimos muy complacidos del lugar.",
181418,"Es un lugar soñado para llenarse los ojos de mar caribe y gente hermosa. Atractivo en cada rincón que se recorra, la isla ofrece el calor y la calidez de la gente que la habita ",
12361,"Permítanme decir esto: algunas parejas no vacaciones bien juntos si tienen que pasar un montón de tiempo juntos. La mayoría de los combates y la infelicidad que vi en este complejo parecía ser de mucho tiempo juntos y aburrimiento en este complejo. Mi marido y yo hemos estado aquí tres veces y nos encanta la lentitud y la falta de horario, pero tienes que considerar si eso es lo que están buscando en vacaciones. Este definitivamente no es un grupo/club/piscina. Pros: la mayoría de las comidas son de un menú y no un buffet, las habitaciones son súper limpio, moderno y bonito, la televisión tenía varios canales en inglés y el aire acondicionado en las habitaciones funcionaba bien. El servicio, aunque no tan bien como el año pasado, todavía es impresionante, especialmente si la",
171428,El hotel tiene una gran ubicación en plena naturaleza. En su terraza puedes tomar algo ante el sonido de la cascada próxima. Te atenderá personal muy amable... Pero el hotel es poco funcional y precisaría una buena rehabilitación. En su spa y espacios exteriores también encontrarás diversas opciones de relax. Algo caro por su relación calidad - precio.,
51367,"Baños sucios 
Catsup sabía fea 
Pedimos fajitas de pollo y estaban baladas en grasa 
El fídeo seco muuuy rico, la pasta verde rica.
Vista excelente.",
8921,"Degustación de platillos top
Vinos mexicanos
Concepto de productos mexicanos 
Espacio vintage, iluminación perfecta 
Música adoc 
La casa está muy cool",
148851,"El personal, el hotel, el servicio, la comida, el yoga, la ubicación y el Spa - todo superó mis expectativas. Lugar increíble con algunas de las mejores personas que he conocido. No puedo recomendar este lugar.",
78666,"bonita parte del mundo. Hay un montón de vida salvaje, pero tendrás que coger a las partes más tranquilas del parque para ver algunos animales salvajes.",
142588,"Lugar tìpico, bonito. Recomiendo visitar el museo del cobre y algunos de los talleres.",
161489,"Descargo de responsabilidad: en realidad no comer en el restaurante durante el último viaje, pero nos hizo disfrutar de algunas sabrosas Margaritas en el bar, así como la música durante el Festival de música Todos Santos. esperábamos el Hotel California para ser pretencioso y caro,...pero resultó ser ninguno. En vez de eso, era un decorado con muy buen gusto, y a un precio razonable, con un servicio amable y bebidas refrescantes. El el Jalapeno Margarita era delicioso. La próxima vez volveremos para la cena.Más",
186889,"Por mucho es difícil encontrar un lugar excelso para comer... por eso la empanada Mazunte es la joya del Pacífico, gran pizza, recomiendo la especial de la empanada, y además me entero de que han agregado carajillos en la carta... lo cual agradecemos infinitamente, ambrosía...Más",
70782,"Mi madre compartía su Caribe tostadas francesas con mí y estaba delicioso! Me gusta lime de los nuevos sabores como jengibre. comí tanto ella deseaba que ella había pedido mi propio tostadas francesas en el menú infantil. También me gustó mucho la sandía bebida- tan...refrescante! No te dejes engañar por todos los artículos azucaradas menú dulce aunque, también hay artículos sabrosos si miras.

De hecho tenía sillas altas aquí así que me dieron mi propio asiento, pero era demasiado alto en comparación a la mesa mis padres estaban sentados en la bandeja era demasiado estrecho para guardar mi propio plato, así que tuvimos que comer fuera de la madera bandeja. Además, me mantuvo jugando con la bandeja- dejábamos que arriba y abajo- porque el pestillo estaba roto, lo que hizo que mi madre loco. Ella terminó dejarme jugar con las rocas en el jardín, aunque para que pudieran terminar su comida.

El servicio fue bueno, pero nada realmente espectacular.Más",
112846,"Las ruinas son pequeñas y hay indicadores en cada explicarlos en 3 idiomas. Realmente no es necesario pagar por un guía. lleve su traje de baño bajo tu ropa. Hay una increíble playa y se puede nadar y bucear todo el día si quieres. No hay lugar para cambiar. US $5 cada uno te lleva hasta el parque. Justo fuera del parque es una zona comercial con comida, bebidas y recuerdos.",
155125,Muy lindo lugar para relajarse. Me gustaría que el agua de la alberca en época de frío tuviera un poco de caliente y que el WiFi llegara a todos lados bien. Los felicito a todos. Excelente spa. Quiero volver.,
121972,"No importa lo que quieras hacer, el Ajijic Malecón es probablemente el lugar para hacerlo. Es un parque, es un jardín, es un paseo junto al lago, y es a menudo un sitio para fiestas y fiestas. Añadir un par de restaurantes al aire libre, bares, un gimnasio, una cancha de baloncesto y un parque de skate, y está dirigido a todo el mundo de soñadores de día a los senderistas para perros. Ah, y es un ornitólogos paraíso!",
76570,"El lugar está muy lindo, toda la gente muy amable. El desayuno delicioso y Oscar nos atendió de maravilla. Sin duda regresaremos.",
82348,"Los delfines maravillosos, personal amable.Información a la entrada, mala.Tiene muchas variantes de tarifa y muy carasLo mas escandaloso es los precios que piden para las fotos, terminas gastando igual o mas caro que la visita en 5 o 6 fotos, alrededor de 160 dolares en fotos!! Yo no compre ninguna y muchos de mis compañeros de viaje tampoco pues es ridículo lo excesivamente caro que cobran por fotos que ni son profesionales, Ademas no dejan que uno entre con su camara o filmadora, ahora entiendo que es para hacer este negocio de las fotos. Mis próximas vacaciones estaré otra vez en Tulum, pues estoy enamorada del hotel Grand Oasis Tulum pero no regresare a este delfinario, felizmente hay otros y me han comentado que incluyen fotos y otros te dejan entrar con tu cámara. La pena es que pague un tour caro para uqe mis hijos naden y se suban en la cabeza de los delfines y no me quedo ningún recuerdo de esto, es decepcionante.",
192071,"Nos alojamos aquí por 2 noches en la ruta a Palenque y disfrutamos de nuestra estancia aquí. El hotel ha sido renovado recientemente con un baño moderno y accesorios, camas enormes y muy bien decorado. Tiene un gran atrio de sentir una vez entras y ha conservado su encanto clásico y apariencia al mismo tiempo. El personal es muy amable, el desayuno es fresco para usted y está en una ubicación central. No nos podemos quejar de nada, así que es muy recomendable si quieres estar cerca del centro histórico de la ciudad.",
203226,"Muy bonitas instalaciones, lindos jardines y muchas actividades para niños. El personal es servicial y muy amable. El brunch de fin de semana vale la pena, no obstante, el bufete de cenas me pareció con pocas opciones, sobretodo para niños, quizá una barra de pastas harí­a mucha diferencia. Es el mejor hotel de la zona y, sin duda, volveremos pronto.",
49901,"Fuimos para el almuerzo y la cena. La cena era excelente, con algunas entradas más lujosos que estaban bien preparados! Gente decir el desayuno es un éxito también.",
134799,"La comida y las bebidas fueron muy acertadas!! El ambiente es una ventaja, volveremos la próxima vez que visite Tulum. Los tacos de pescado eran sólidos junto con la hamburguesa vegetal.",
99914,Los platos más creativos e interesantes ... nos costó mucho tiempo elegir lo que pedir! Y a todos nos encantó lo que conseguimos. El tex mex crepes eran impresionantes. Y el camarero hizo bebidas a medida on request! Todo en un ambiente encantador jardín.,
149887,Nos atendió Ivan de manera impecable. Recomiendo la entrada de chicharrones de pulpo...delicioso!  Nuestro corte favorito Ojo de Rib eye !,
131571,"la comida  estuvo muy rica, es recomendable,el servicio estuvo excelente, la comida con mucho sabor, en verdad que valió la pena",
60575,"ISMAEL El Gerente súper atento y amable con toda la gente... Te hace sentir con en casa se esmera en que te sientas ""EL CLlENTE""El ambiente muy agradable. El desayuno es exquisito en todos los sentidos. Y el ambiente es muy cordial y fresco.",
151696,"Nos encontramos a la Isla este viaje después de una mala experiencia en Playa del Carmen. Esta fue nuestra 6ª visita a la Isla durante un período de unos 15 años. Normalmente probamos para alojarse en hoteles con un $80-120 por noche y encontramos este lugar tan buena como la de la mayoría dentro de ese rango, aunque los precios han subido bastante drásticamente en la isla en los últimos 15 años, y muchos de los hoteles han elevado los precios pero no mejorado significativamente la calidad de sus propiedades para mantener. Yo diría que Villa Kiin es la excepción. Nos alojamos en la habitación Maya king 14. Estaba limpio y todo funcionaba excepto la televisión, que no era un gran problema para nosotros. Cuando había niños corriendo por la zona parecía como si estuvieran en la",
158756,"Que agusto se baila aqui, si quieres bailar o aprender salsa, ya sabes a donde tienes que ir..",
117186,"Nuestra habitación era grande, extremadamente limpia, con una cama tamaño king muy cómoda y con aire acondicionado silencioso y confiable. El baño era grande y tenía una ducha interior/exterior, que disfrutamos. La ubicación del hotel es de 4 cuadras de la plaza principal, lo suficientemente lejos para estar tranquilo y, sin embargo, a poca distancia a pie. Hay un buen restaurante italiano/sushi, San Giovanni Trattoria, camino al zócalo. La piscina es hermosa y lo suficientemente grande. ¡El servicio en este hotel es excepcional! El registro es fácil, las habitaciones están bien mantenidas y limpias, y el desayuno es maravilloso --- ¡los huevos con longaniza son particularmente buenos!",
62593,"La comida es muy buena así como la atención, el café acompañado con pan tostado de desayuno no puede faltar, la mermelada de papaya muy rica, hay paquetes de desayuno muy completos, y a precios muy accesibles, súper recomendado!",
94823,Muy rica opción para probar productos de la región. Gran concepto y muy buena atención de todos. Intenten probar todos los platillos hay para todos los gustos.,
45488,"Un poco más técnico que otros, en este cenote encuentras thermoclinas y haloclinas Increíble y formidable experiencia.En el exterior no hay nada, está muy descuidado y no lo recomiendo para ir si no vas a bucear, ni siquiera para acompañar a alguien que va a bucear.",
166159,"Cuando visite Valladolid, hacer absolutamente seguro de que tome un tour de la Casa de los venados, una casa privada con una increíble colección de arte folklórico mexicano (Los recorridos comienzan a las 10. 00 días más e incluyen partes de la casa que los propietarios utilizar en tu día a día. Si tiene suerte, puede incluso llegar a conocer a uno de ellos como lo hicimos nosotros. Las donaciones y el apoyo de un número de proyectos en la comunidad local.La casa en sí,) un maravilloso ejemplo de la arquitectura colonial, ha sido cuidadosamente restaurado por sus propietarios. Pero es la colección de más de 3000 piezas, tan variada como extensa, que lo asombrará. La mayoría de los propietarios de la colección adquirida directamente de los artistas de todo México. Por todas partes hay algo para admirar. Nuestro guía era amable y muy bien informado, alegremente contestando a cualquier pregunta clientes tenían.Si usted tiene un interés en el arte en general, o simplemente para apreciar más la cultura mexicana, este es un lugar que no debería perderse. Sin duda fue lo más destacado de nuestro viaje.",
172702,"Super lindo un lugar maravilloso Y muy bonito me encanto todo el servicio muy atentos y una vista espectacular lo recomiendo muxho para viajes de pareja, mi esposo y yo quedamos encantados con lo lindo q es todo",
71671,"El entorno que los mayas elegido para esta ciudad es espectacular. Algunas de las aguas más azules que verás jamás establece justo debajo de las ruinas. Después de ver Chichen Itza y algunos otros complejos de templos de las ruinas de Tulum, mientras ordenada, no eran espectaculares. Y aquí se pone seriamente caliente.",
196642,"Siempre muy buena comida, excelente servicio un lugar super cómodo y seguro recomendado al 100% para cualquier ocasión especial, lo visitó por lo menos una vez al mes me encanta todo del lugar",
164709,"Todo esta de maravilla, tanto como el recibimiento y durante la estadía su atención es con calidez, lindo lugar cómodo y tranquilo, muy céntrico, excelente servicio de restauran y delicioso sabor. Super recomendado.",
184755,"Hotel muy cercano del centro, con una hermosa vista de la Ciudad desde cualquiera de sus habitaciones, las cuales son muy amplias y cuentan con dos baños, las camas son cómodas, no recomiendo contratar con desayuno pues es muy escaso",
30726,"Unos amigos estaban alojados y decidimos ir de day pass. La pasamos excelente! el servicio de todo el personal impecable. Las comidas y bebidas viariadas y buenas. El hotel no es nuevo , pero se mantiene muy bien y su arquitectura buen bonita. Muchas palmeras y cocoteros en todos los senderos y jardines, asi como fuentes de agua y musica relajante en los caminos.  Nos cuentan los amigos que el clima en las habitaciones es muy bueno y el estado de las mismas tambien. Tambien pudimos ver que algunos lugares estan exigiendo mantenimiento correctivo y preventivo, pero no afectan la estancia de huespedes.",
126217,"Excelente servicio, la atención de Irene estuvo muy buena, nos trató súper bien, nos dio recomendaciones y toda la comida esta rica.",
138584,"Muy buen lugar ameno para venir con la familia y pasar un buen rato, se puede nadar a gusto en su muelle y el servicio EXCELENTE .

Con la comida son sentimientos encontrados; pedimos unas empanadas y un ceviche mixto buenos en sabor pobres en...Más",
24965,Es un pequeño lugar con una gran burrito vegetariana. Perfecto para una comida rápida y cargada con un montón de cosas diferentes. convino en que las salsas son deliciosa.,
56785,"Realmente agradable, y buena cafetería wifi!
Buena mezcla de desayuno y otras comidas diferentes:
La camarera) es amable y atento, un buen lugar para planificar el día.",
24926,"Fui con mi esposa a pasar el fin de semana, somos de Guadalajara y solo habíamos visto el hotel en fotos pero esperábamos estuvieran muy apegadas a la realidad porque ya habíamos escuchado buenos comentarios. Desde que llegamos hasta que nos fuimos la amabilidad de todo el personal fue de hacerse notar. La habitación era una perfecta combinación de modernidad, buen gusto y calidad (estuvimos en la habitación 2) el patio acogedor, pero lo mejor de la habitación fue la terraza privada que tiene en el segundo piso con un sofá super cómodo y amplio, excelente lugar para una botella de vino y ver las estrellas. Otra de nuestras áreas preferidas fue la del jacuzzi ubicado en la azotea del tercer piso. la manera en que se respetó la vegetación del lugar le da un toque único y a pesar",
122137,Un lugar perfecto para cenar con la familia agradezco al mesero Marvin por su excelente servicio se los recomiendo mucho,
192193,"Lo venden como hotel cuando debería de ser vendido como hostal, el servicio es excelente, los baños limpios y el cuarto bien, tienen un mini ventilador todo sucio el cual deberían de aumentar su tamaño y limpiarlos!! Como experiencia diferente está bien, pero no lo repetiría ",
68788,"El servicio, empezando por el del encargado es óptimo; incluso procuran adelantarse a tus necesidades, cómo preparar tu auto para la salida o esperarte con las llaves en la mano o un paraguas. La sala de estar es muy acogedora. El Batman y el chef hacen un excelente trabajo. Sin duda una excelente opción para ir en pareja o familia de adultos. ",
158910,"Extraordinario desayuno, huevos pasión y Tlatlaxcallinde trucha salmonada muy ricos pan de almendra y café para complementar  in un extraordinario ambiente y servicio.. además de ser pet friendly!!!",
203302,"Selina es un hotel ubicado en una de las mejores zonas de Tulum, rodeado de buenos bares y restaurantes. Su playa está bien y tiene su propio club de playa. Debes tener en cuenta que es un hotel en el cual habrá música principalmente electrónica a un alto volumen a partir de la tarde hasta cerca de las 10 de la noche como mínimo.  No me gustó que su piscina está siendo reconstruida. Para mí la piscina es uno de los factores más importantes al visitar un hotel. Escogí este porque además de lo bueno ya mencionado quería que tuviera piscina. Me parece que en este momento deberían advertir está condición en el momento de reservar. Solo por esto le doy 3.  La comida está buena, un poco costosa.",
71280,"Pueden mi primera visita y me gustó desde el servicio hasta la comida.
En un día llegué para el desayuno la comida y la cena sólo en un día",
164589,"Acabamos de regresar de unas vacaciones de dos semanas en el Dreams Tulum, yo, mi marido y mis tres hijos (17,14,12 ).  No puedo quejarme de este hotel. Los jardines del hotel son muy hermosa y muy bien cuidada. El personal es muy amable y servicial.  La playa parece que se extienden por millas, hermosa arena blanca muy fina. Hay muchas tumbonas en la playa, incluso si tienes problemas para encontrar uno, el personal se encontrar uno para usted. El mar es cálido pero un poco rocosa en lugares debido al arrecife. El buceo era bueno dependiendo de las condiciones del mar.  La comida y el vino en todos los restaurantes eran excelentes. Cada restaurante trajo una experiencia diferente. El servicio era muy bueno en todos los restaurantes.  Las habitaciones estaban limpias y cómodas.",
126022,"Buen macchiato de café, pero de lo contrario pasa la comida. Fuimos para el almuerzo y nos quedamos muy decepcionados con el guacamole de supermercado (tuvimos que venir todo el camino hasta México para esto? ), tacos de carne con arrechera - totalmente olvidable.",
129209,"El hotel esta excelente. Realmente tuvimos una experiencia fenomenal. La atencion fue bien personalizada y a tiempo. La habitacion muy limpia y organizada. Las actividades muy buenas al igual que los shows en la noche fueron fenomenales especialmente grease. Como dije, todos los empleados del hotel se esmeraron en atendernos pero quiero resaltar a Santiago (pool), Enrique (pool), Lupita (buffet), Alonzo (DJ y casa mia), Eduardo (buffet) y Josue (pool area, el que nos traia la comida). Recomendado!!!",
31274,Visité Teotihuacan durante una escala 10 horas en la ciudad de México. Era una aventura ir desde el aeropuerto hasta la terminal de autobuses que te lleva a las ruinas. Una vez que llegamos allí el parque era increíble y me lo pasamos de maravilla subir las pirámides. Llevar mucha agua porque los vendedores no permitía vender agua y asegúrate de llevar zapatos para caminatas. Las pirámides son muy empinadas y ocultar unas cuantas personas se cayó o débil no son permitidos a vender agua y asegúrate de llevar zapatos para caminatas. Las pirámides son muy empinadas y ocultar unas cuantas personas se cayó y se disipan Ed.,
11886,Tuvimos una increíble comida anoche en Olivia!!! kabob de pollo era tan húmedas!!! Los aperitivos eran una maravilla! Hacen de este hotel un referente imprescindible para ir cenar en,
112028,"Cogimos el Ultramar a Isla Mujeres desde Cancún, alquilamos un carrito de golf y viajamos alrededor de la isla. No queríamos comer en uno de los restaurantes ""turístico"" y pidió a la gente de dónde comer. Varias personas nos enviaron a Bastos. No sé exactamente...dónde encontrarla, así que uno de los lugareños nos montamos en su moto y nos llevó allí! Digamos que ""valió la pena!"" Orlando fue nuestro camarero y también los propietarios de hecho. Explicó que era un restaurante de propiedad familiar (éramos 6 mesas). Pedimos un montón de tacos de bistec falda, una comida fabulosa casa churrasco, hizo numerosas cervezas bien heladas y guacamole, salsa casera! Fue la mejor comida y era un total de $42.00 dólares americanos! Nos preguntamos si el precio era justo para nosotros 4, con todas las comidas y bebidas. Fue! Si tienes la oportunidad de comer en Bastos, lo recomiendo!Más",
185068,Esta excursión era precioso! Y así que vale la pena ir! Las ruinas fueron increíbles y había un montón de iguanas caminando si quieres esas lagartos. Jaja. El tipo de arrastrado pero bastante guay que ver desde un poco más lejos. ¡Ja! Recomiendo este lugar sin duda!,
127876,"Lo majestuoso de este lugar es incomparable, en todo momento encuentras algo espectacular, las raíces de los árboles entrelazadas, las formaciones rocosas, las caídas de agua, y las sorpresas que te brinda la naturaleza a cada paso que das y para donde quiera que mires, el agua fresca y cristalina te invita a sumergirte en un dia caluroso, simplemente el paraíso en la tierra.",
55721,"Tuvimos una comida increíble aquí. Estábamos con un grupo grande y tenía un buffet de aperitivos y luego un montón de delicioso mole de pollo, fajitas diferentes, ensalada de cactus, frijoles, arroz, flan, pastel de maíz y un. Bebidas deliciosas y un gran ambiente. El...servicio era fantástico! Sin duda aquí de nuevo!Más",
66361,"La comida muy buena, la atención muy buena y el lugar muy agradable. Buena propuesta de comida local e internacional, siempre con el toque de sentirse como en casa.",
9253,Excelente atención y deliciosa comida. Super recomendable. Los mejores desayunos que probé en bacalar,
149780,"Un antiguo hotel el cual cuenta con unos jardines increíbles pero que no se ha renovado en muchos sentidos hace muchos años. Las habitaciones estan horribles pero como en su mayoría son extranjeros que nunca van a regresar a la ciudad pues que importa.  Tipo de Habitación: Estándar Categoría: Hotel  Diseñó: Casa de descanso Ubicación: A unos 15 minutos en auto de la zona arqueológica Recepción: Adelaida nos recibió con una gran sonrisa e intento darnos una habitacion con cama comoda Check Inn: Bastante rápido. Check out: Bastante rápido. Habitación: Habitación no tiene nada que ver con la marcada por las fotos, es pequeña, con mucho ruido, pero lo que me llama la atención es la cama tan dura que caracteriza a la marca de Hoteles Misión. La habitación de la foto es una Jr Suite a",
174263,"No siendo tan impresionante como Chichén Itzá, su ubicación junto al mar es idílica. Hay poca sombra y el calor puede ser agobiante; ir preparados.",
70179,Si quieren probar comida típica deliciosa no se lo pueden perder. Recomiendo el mole pero la verdad creo que cualquier cosa que pidan va a estar exquisita. Excelente servicio también.,
123342,"Un lugar muy pintoresco y cómodo, por lo general suelo visitarlo a la hora de los desayunos. La comida es muy buena y variada, el café de olla es delicioso. Ampliamente recomendado para visitar en familia. 

Como recordación deberían de tener algún convenio con un...Más",
149106,"La mejor hamburguesa que he probado. Delicioso bollo, queso por dentro, le agregamos tocino y lo recomendamos encarecidamente. Maravilloso servicio amable, hermosa vista al mar y brisa. Las patatas machacadas también eran maravillosas.",
136083,Es un lugar increíble pero  es necesario mucho bloqueador  y la playa es na de mas bonitas . La visita vale la pena. ,
17471,"Desayuno pobre, no tiene buen sabor y no hay mucha variedad, te dicen que no puedes bajar en pijama cuando vas a desayunar, ni en los grand fiesta se ponen así como ellos. Habitación bien. El del estacionamiento grosero. ",
129390,"Esta fue nuestra segunda estancia en Privilege Aluxes. No estábamos seguros de qué esperar: cuándo nuestra segunda estancia sea tan agradable como el primero o no? Y la respuesta es que era tan bonito! Podemos ver por qué hay tantos visitantes que repiten Privilege Aluxes. Nuestra primera estancia fue en noviembre de 2015 y enero de 2017 regresamos.  Algunos cambios que habían tenido lugar desde la última visita. Las actualizaciones se hicieron al bar de la piscina y el bar al aire libre en el sabor. Al lado del bar de la piscina hay un snack bar con una pequeña zona de estar donde se puede conseguir, alitas de pollo, tacos y hamburguesas. En el bar al aire libre de Sabor había las actualizaciones realizadas al área de descanso. Las reformas que estaban en marcha dentro de sabor",
