row_id,Title,Review,Polarity,Town,Region,Type,sentimiento_5,sentiment
3676,! Excelente ubicación ! Mal servicio,"Ahhh sobre el ala poniente del portal del Palacio de Hierro, se antoja pasar un buen rato solo mirando el bullicio en este sitio que es el corazón de Orizaba, con la vista a La Catedral y al Teatro de La Llave, un lugar único,...Más",3.0,Orizaba,Veracruz,Restaurant,0.9377368809655308,0.89765
42276,"Un montón de multitudes, Coba es más tranquila.","Se llena,las ruinas están mal, es genial para ver los restos de la playa. . Muchos lagartos que mis hijos descansar disfrutamos. Estaba lleno aunque en el fin de semana como Piccadilly Circus.Disfrutamos mucho más relajado Coba, subió la pirámide mientras puedas. . . .Tulum es centro turístico. Lo odié.Tulum es como una ciudad central backpackers en cualquier parte del mundo.La playa de Tulum es nada especial y el mar no siempre es seguro para los niños a nadar, también es caro si eres un viajero con presupuesto limitado o no mexicano acostumbrado a pagar $$$$ americanos precios. . .Si vas a ir a las ruinas de ir en una semana, las ruinas son baratos para entrar, paga en la máquina de visa en las puertas. . . Simplemente tome una carga. de dinero con usted para comprar comida o vendedores de playa desde el caminar por la playa. . . Se puede ir andando a la playa pública de las ruinas.",3.0,Tulum,QuintanaRoo,Attractive,-0.9105900144204496,-0.939604
119826,NADA ESPECIAL!!!!,Una calle con comercios que ya dejaron de ser exclusivas de artesanías y ahora hasta productos chinos encuentras.No es de lo mejor de esta visita. ,2.0,Metepec,Estado_de_Mexico,Attractive,-0.5578949004411697,-0.379587
84808,Savora,Muy rico todo y muy buen servicio de parte de Jhony la hamburguesa muy recomendada a igual que el atún y las pizzas,5.0,Bacalar,QuintanaRoo,Restaurant,0.976318736327812,-0.123187
45611,precioso,"no es un área para meterse a la playa o tirarse a la arena pero si te gustan las vistas increíbles, definitivamente esta es una de ellas.personalmente es lo que más me gusta de la isla",5.0,Isla_Mujeres,QuintanaRoo,Attractive,0.9665220880415292,0.993273
146579,Un must que no habrán hecho tus amigos que visitaron México.,Simplemente impresionante. Un pedazo de tranquilidad y belleza mexicana escondida.Muy contento de visitar antes de que este lugar se llene de turistas.El bote Ponton que se detuvo para que saliéramos y nadáramos / camináramos en el agua fue simplemente mágico. hermosos colores Realmente valió la pena el viaje de 3 horas desde Playa del Carmen.,5.0,Bacalar,QuintanaRoo,Attractive,0.9752572479192168,0.143136
183296,Comida increíble!!! Personal amable!!!,"La primera vez que tengo un filete en la isla que no sólo era buena pero es increíble! ! ! Feliz de haber Javi en Isla Mujeres! ! ! No nos decepcionó nada estamos esta noche. Los pedidos de nuestro grupo consistía de: Chuletón, solomillo,...langosta, champiñones rellenos, cuña de ensalada con queso azul ensalada de la casa, Gambas Cevichi. Cada cosa era excelente! ! ! Puré de patatas ajo lados, Al vapor y arroz veges eran también excepcionales! ! ! (Lo siento, no se pudo obtener fotografías de nuestro plato principal). No te decepcionará! ! ! Las cenas eran un poco más caro de lo que esperábamos, pero no me quejo basada en la calidad y cantidad! ! ! Excelente! ! !Más",5.0,Isla_Mujeres,QuintanaRoo,Restaurant,0.9659197893925012,1.0
16143,Cumpleaños,"Excelente lugar, buen servicio, vengan a pasar un día excepcional viendo la sierra alrededor, el mar, y una excelente vista en la terraza, les recomiendo el aguachile verde exquisito, gracias por todo.",5.0,Sayulita,Nayarit,Restaurant,0.9776348173618316,0.812805
172873,No puedo decir lo suficiente,"Qué se puede decir... la comida, el personal, el ambiente funky, frío como el hielo Modelo, el precio, tienes que ir aquí, además está a sólo un par de manzanas de las mejores compras de comestibles en la isla. Probar el pescado en el almuerzo...o la campana pimienta baguette. Mejor aún, ir con un amigo, conseguir uno de cada uno, y poner el pimiento abundante en la baguette... increíble.Más",5.0,Isla_Mujeres,QuintanaRoo,Restaurant,0.9058174844831228,0.835022
109788,Excelente,El lugar es hermoso y la atención personal de los dueños lo convierte en un sitio inmejorable. Los desayunos aquí son de campeonato!,5.0,Patzcuaro,Michoacan,Restaurant,0.976806472055614,0.932146
201104,Muy bueno,Me encanto este lugar nos llevaron a comer aquí como parte de un tour a la ciudad de Tequila y el lugar es muy bonito y la comida muy buena. Cuentan con buffet surtido o pedido a la carta en algún momento de la comida...Más,5.0,Tequila,Jalisco,Restaurant,0.9668848242145032,-0.63169
205976,Bonito y pacífico,"Es un lugar para sentirte agusto como en tu casa. Es totalmente silencioso, dentro del bosque. Las habitaciones son muy acogedoras, la regadera deliciosa. Disfrutas del silencio y la naturaleza. Alex es muy relajado y simpático y el desayuno buenísimo:",4.0,Valle_de_Bravo,Estado_de_Mexico,Hotel,0.9771927599795164,0.928219
67427,Ruinosa,"Pirámide que en su época debió ser grandiosa ya que a pesar de su deterioro y abandono no deja de ser hermosa, si eres un atleta y te gusta escalar pirámides, ésta es la única a la que se puede ascender, nadie hay que lo impida.",3.0,Izamal,Yucatan,Attractive,0.8703791052103043,0.998631
183840,Una visita muy significativa,"Los trajes son muy completo y la explicación de Sergio es muy bueno. Disfrutamos del cortometraje durante la visita, que nos permitan comprender mejor la gente indígena de Chiapas. También estamos muy tocado para ver todas las obras que hacer para ayudarles. Llame para hacer una cita para la visita.",5.0,San_Cristobal_de_las_Casas,Chiapas,Attractive,0.9687728134449572,0.98685
57068,100% RECOMENDABLE,"Si bien el costo es elevado considerando que todo en San Cristóbal es muy barato, vale la pena hospedarse en este hotel, el personal desde que llegas es sumamente amable y están dispuestos a ayudarte siempre con una sonrisa en la cara en especial la gente de recepción, la decoración y la limpieza del hotel es espectacular, el jardín esta increíble sobre todo de noche te dan ganas de no querer salir del hotel. La comida del restaurante es muy buena excelente y muy rápido servicio aun que nuevamente comparado con los precios fueron altos comparado con lo que pagas fuera del hotel, pero comparando calidad-precio y servicio lo vale. Las habitaciones son súper bonitas excelente espacio aun que el wifi algo lento en la habitación 7, el aromatizante que usan me encanto, el único",5.0,San_Cristobal_de_las_Casas,Chiapas,Hotel,0.9641234197188168,0.932801
7654,Tienes que ir allí,"Para ir ahí tienes que llegar a Xilitla y luego tomar un taxi o utilizar el coche (no vi ningún transporte público, pero vi que muchas de las personas que llegaron a pie )cuesta $50 pesos para llegar en , y empieza a las 9 de la mañana.El castillo de Sir Edward James es simplemente increíble, que necesita 2 horas como mínimo para caminar. se recomienda usar zapatos cómodos, repelente mosquitos y prepárate para reclamar y caminar mucho!Los lugares están divididas en dos secciones, el castillo y ""las pozas"", coger el primer paseo del castillo, y luego ir a las cascadas. El agua es tan transparente como mar de Cancún, es simplemente maravilloso!Diviértete!",5.0,Xilitla,San_Luis_Potosi,Attractive,0.5682095792144537,0.487879
172093,Faboluso,"El hotel es muy bonito, la habitacion amplia y con una vista maravillosa a la marina, el servicio es excelente",5.0,Loreto,Baja_CaliforniaSur,Hotel,0.9774218953680248,1.0
90783,Excelente lugar para comer comida tipica chiapaneca!!!!,"La mejor atencion y la comida excelente, 100% recomendable para disfrutar de la mejor comida chiapaneca!!!",5.0,San_Cristobal_de_las_Casas,Chiapas,Restaurant,0.9619968358892949,1.0
81901,Un día increíble en familia,"Descubrir un lugar que lo tiene todo, es lo mejor que me pudo pasar. Un espacio lleno de naturaleza además de la increíble vista del volcán Popocatepetl tiene uno de los mejores Buffet en la ciudad sino es que el mejor, sumamente variado es difícil...Más",5.0,Atlixco,Puebla,Restaurant,0.955403455067426,0.930632
38822,Comida con amigos,"Es un lugar muy típico, muy buen servicio y la comida excelente, la cochinita pibil de lo mejor que hemos probado, todos salimos muy complacidos del lugar.",5.0,Izamal,Yucatan,Restaurant,0.9803203602787108,-0.290704
181418,Un Paraiso,"Es un lugar soñado para llenarse los ojos de mar caribe y gente hermosa. Atractivo en cada rincón que se recorra, la isla ofrece el calor y la calidez de la gente que la habita ",5.0,Isla_Mujeres,QuintanaRoo,Attractive,0.961450172122568,0.936211
12361,Tienes que disfrutar de pasar mucho tiempo con su S.O.,"Permítanme decir esto: algunas parejas no vacaciones bien juntos si tienen que pasar un montón de tiempo juntos. La mayoría de los combates y la infelicidad que vi en este complejo parecía ser de mucho tiempo juntos y aburrimiento en este complejo. Mi marido y yo hemos estado aquí tres veces y nos encanta la lentitud y la falta de horario, pero tienes que considerar si eso es lo que están buscando en vacaciones. Este definitivamente no es un grupo/club/piscina. Pros: la mayoría de las comidas son de un menú y no un buffet, las habitaciones son súper limpio, moderno y bonito, la televisión tenía varios canales en inglés y el aire acondicionado en las habitaciones funcionaba bien. El servicio, aunque no tan bien como el año pasado, todavía es impresionante, especialmente si la",4.0,Tulum,QuintanaRoo,Hotel,-0.8926206384785473,-0.935673
171428,Precioso aunque mejorable,El hotel tiene una gran ubicación en plena naturaleza. En su terraza puedes tomar algo ante el sonido de la cascada próxima. Te atenderá personal muy amable... Pero el hotel es poco funcional y precisaría una buena rehabilitación. En su spa y espacios exteriores también encontrarás diversas opciones de relax. Algo caro por su relación calidad - precio.,4.0,Valle_de_Bravo,Estado_de_Mexico,Hotel,0.3782755397260189,0.437459
51367,Comida,"Baños sucios 
Catsup sabía fea 
Pedimos fajitas de pollo y estaban baladas en grasa 
El fídeo seco muuuy rico, la pasta verde rica.
Vista excelente.",3.0,Bernal,Queretaro,Restaurant,-0.7006795555353165,-0.868504
8921,El mejor de atlixco,"Degustación de platillos top
Vinos mexicanos
Concepto de productos mexicanos 
Espacio vintage, iluminación perfecta 
Música adoc 
La casa está muy cool",5.0,Atlixco,Puebla,Restaurant,0.934968371875584,0.857983
148851,Increíble estancia,"El personal, el hotel, el servicio, la comida, el yoga, la ubicación y el Spa - todo superó mis expectativas. Lugar increíble con algunas de las mejores personas que he conocido. No puedo recomendar este lugar.",5.0,Tulum,QuintanaRoo,Hotel,0.9638370536267756,0.861877
78666,Encantador,"bonita parte del mundo. Hay un montón de vida salvaje, pero tendrás que coger a las partes más tranquilas del parque para ver algunos animales salvajes.",4.0,Palenque,Chiapas,Attractive,0.7344845263287425,0.741327
142588,Muy bueno,"Lugar tìpico, bonito. Recomiendo visitar el museo del cobre y algunos de los talleres.",4.0,Patzcuaro,Michoacan,Attractive,0.9712729519233108,1.0
161489,Una agradable sorpresa,"Descargo de responsabilidad: en realidad no comer en el restaurante durante el último viaje, pero nos hizo disfrutar de algunas sabrosas Margaritas en el bar, así como la música durante el Festival de música Todos Santos. esperábamos el Hotel California para ser pretencioso y caro,...pero resultó ser ninguno. En vez de eso, era un decorado con muy buen gusto, y a un precio razonable, con un servicio amable y bebidas refrescantes. El el Jalapeno Margarita era delicioso. La próxima vez volveremos para la cena.Más",4.0,TodosSantos,Baja_CaliforniaSur,Restaurant,0.5724676698446274,0.579143
186889,Ambrosía en Mazunte...,"Por mucho es difícil encontrar un lugar excelso para comer... por eso la empanada Mazunte es la joya del Pacífico, gran pizza, recomiendo la especial de la empanada, y además me entero de que han agregado carajillos en la carta... lo cual agradecemos infinitamente, ambrosía...Más",5.0,Mazunte,Oaxaca,Restaurant,0.937962170690298,0.858413
70782,desayuno al aire libre de diversión,"Mi madre compartía su Caribe tostadas francesas con mí y estaba delicioso! Me gusta lime de los nuevos sabores como jengibre. comí tanto ella deseaba que ella había pedido mi propio tostadas francesas en el menú infantil. También me gustó mucho la sandía bebida- tan...refrescante! No te dejes engañar por todos los artículos azucaradas menú dulce aunque, también hay artículos sabrosos si miras.

De hecho tenía sillas altas aquí así que me dieron mi propio asiento, pero era demasiado alto en comparación a la mesa mis padres estaban sentados en la bandeja era demasiado estrecho para guardar mi propio plato, así que tuvimos que comer fuera de la madera bandeja. Además, me mantuvo jugando con la bandeja- dejábamos que arriba y abajo- porque el pestillo estaba roto, lo que hizo que mi madre loco. Ella terminó dejarme jugar con las rocas en el jardín, aunque para que pudieran terminar su comida.

El servicio fue bueno, pero nada realmente espectacular.Más",4.0,Isla_Mujeres,QuintanaRoo,Restaurant,0.9148142761550844,0.942625
112846,Bien vale la pena el viaje,"Las ruinas son pequeñas y hay indicadores en cada explicarlos en 3 idiomas. Realmente no es necesario pagar por un guía. lleve su traje de baño bajo tu ropa. Hay una increíble playa y se puede nadar y bucear todo el día si quieres. No hay lugar para cambiar. US $5 cada uno te lleva hasta el parque. Justo fuera del parque es una zona comercial con comida, bebidas y recuerdos.",4.0,Tulum,QuintanaRoo,Attractive,0.5933546014130116,-0.031263
155125,Excelente servicio,Muy lindo lugar para relajarse. Me gustaría que el agua de la alberca en época de frío tuviera un poco de caliente y que el WiFi llegara a todos lados bien. Los felicito a todos. Excelente spa. Quiero volver.,4.0,Tepoztlan,Morelos,Hotel,0.9720279069151728,1.0
121972,Perfecto lugar para relajarse o correr. La elección es suya!,"No importa lo que quieras hacer, el Ajijic Malecón es probablemente el lugar para hacerlo. Es un parque, es un jardín, es un paseo junto al lago, y es a menudo un sitio para fiestas y fiestas. Añadir un par de restaurantes al aire libre, bares, un gimnasio, una cancha de baloncesto y un parque de skate, y está dirigido a todo el mundo de soñadores de día a los senderistas para perros. Ah, y es un ornitólogos paraíso!",5.0,Ajijic,Jalisco,Attractive,0.906243154546246,-0.786091
76570,Oscar,"El lugar está muy lindo, toda la gente muy amable. El desayuno delicioso y Oscar nos atendió de maravilla. Sin duda regresaremos.",5.0,Malinalco,Estado_de_Mexico,Restaurant,0.979814779944718,0.888474
82348,Para ir una sola vez,"Los delfines maravillosos, personal amable.Información a la entrada, mala.Tiene muchas variantes de tarifa y muy carasLo mas escandaloso es los precios que piden para las fotos, terminas gastando igual o mas caro que la visita en 5 o 6 fotos, alrededor de 160 dolares en fotos!! Yo no compre ninguna y muchos de mis compañeros de viaje tampoco pues es ridículo lo excesivamente caro que cobran por fotos que ni son profesionales, Ademas no dejan que uno entre con su camara o filmadora, ahora entiendo que es para hacer este negocio de las fotos. Mis próximas vacaciones estaré otra vez en Tulum, pues estoy enamorada del hotel Grand Oasis Tulum pero no regresare a este delfinario, felizmente hay otros y me han comentado que incluyen fotos y otros te dejan entrar con tu cámara. La pena es que pague un tour caro para uqe mis hijos naden y se suban en la cabeza de los delfines y no me quedo ningún recuerdo de esto, es decepcionante.",2.0,Tulum,QuintanaRoo,Attractive,-0.8773444443941116,-0.85151
192071,Este es un hotel boutique muy agradable,"Nos alojamos aquí por 2 noches en la ruta a Palenque y disfrutamos de nuestra estancia aquí. El hotel ha sido renovado recientemente con un baño moderno y accesorios, camas enormes y muy bien decorado. Tiene un gran atrio de sentir una vez entras y ha conservado su encanto clásico y apariencia al mismo tiempo. El personal es muy amable, el desayuno es fresco para usted y está en una ubicación central. No nos podemos quejar de nada, así que es muy recomendable si quieres estar cerca del centro histórico de la ciudad.",5.0,San_Cristobal_de_las_Casas,Chiapas,Hotel,0.9617669947911054,0.913778
203226,Gran opción para los niños,"Muy bonitas instalaciones, lindos jardines y muchas actividades para niños. El personal es servicial y muy amable. El brunch de fin de semana vale la pena, no obstante, el bufete de cenas me pareció con pocas opciones, sobretodo para niños, quizá una barra de pastas harí­a mucha diferencia. Es el mejor hotel de la zona y, sin duda, volveremos pronto.",4.0,Ixtapan_de_la_Sal,Estado_de_Mexico,Hotel,0.9782756571657956,0.860547
49901,Comida estupenda!,"Fuimos para el almuerzo y la cena. La cena era excelente, con algunas entradas más lujosos que estaban bien preparados! Gente decir el desayuno es un éxito también.",5.0,Isla_Mujeres,QuintanaRoo,Restaurant,0.9734038445167243,1.0
134799,"Ignorar el detractores,","La comida y las bebidas fueron muy acertadas!! El ambiente es una ventaja, volveremos la próxima vez que visite Tulum. Los tacos de pescado eran sólidos junto con la hamburguesa vegetal.",5.0,Tulum,QuintanaRoo,Restaurant,0.971694350009784,0.806086
99914,El mejor desayuno en Isla Mujeres,Los platos más creativos e interesantes ... nos costó mucho tiempo elegir lo que pedir! Y a todos nos encantó lo que conseguimos. El tex mex crepes eran impresionantes. Y el camarero hizo bebidas a medida on request! Todo en un ambiente encantador jardín.,5.0,Isla_Mujeres,QuintanaRoo,Restaurant,0.974073331337422,0.906011
149887,Cena para dos,Nos atendió Ivan de manera impecable. Recomiendo la entrada de chicharrones de pulpo...delicioso!  Nuestro corte favorito Ojo de Rib eye !,5.0,Metepec,Estado_de_Mexico,Restaurant,0.9779935870319604,0.962183
131571,excelente,"la comida  estuvo muy rica, es recomendable,el servicio estuvo excelente, la comida con mucho sabor, en verdad que valió la pena",5.0,Valladolid,Yucatan,Restaurant,0.9789978312328458,0.856522
60575,MAGNIFICA ATENCIÓN!!! ,"ISMAEL El Gerente súper atento y amable con toda la gente... Te hace sentir con en casa se esmera en que te sientas ""EL CLlENTE""El ambiente muy agradable. El desayuno es exquisito en todos los sentidos. Y el ambiente es muy cordial y fresco.",5.0,Tequisquiapan,Queretaro,Restaurant,0.9724893225356936,-0.082641
151696,"Bueno, básico alojamiento / una ubicación estupenda","Nos encontramos a la Isla este viaje después de una mala experiencia en Playa del Carmen. Esta fue nuestra 6ª visita a la Isla durante un período de unos 15 años. Normalmente probamos para alojarse en hoteles con un $80-120 por noche y encontramos este lugar tan buena como la de la mayoría dentro de ese rango, aunque los precios han subido bastante drásticamente en la isla en los últimos 15 años, y muchos de los hoteles han elevado los precios pero no mejorado significativamente la calidad de sus propiedades para mantener. Yo diría que Villa Kiin es la excepción. Nos alojamos en la habitación Maya king 14. Estaba limpio y todo funcionaba excepto la televisión, que no era un gran problema para nosotros. Cuando había niños corriendo por la zona parecía como si estuvieran en la",4.0,Isla_Mujeres,QuintanaRoo,Hotel,-0.6171763949096203,-0.62351
158756,Bueno para bailar salsa!!!!,"Que agusto se baila aqui, si quieres bailar o aprender salsa, ya sabes a donde tienes que ir..",5.0,Sayulita,Nayarit,Restaurant,0.8026605257764459,0.632109
117186,Un hotel excelente en todos los aspectos,"Nuestra habitación era grande, extremadamente limpia, con una cama tamaño king muy cómoda y con aire acondicionado silencioso y confiable. El baño era grande y tenía una ducha interior/exterior, que disfrutamos. La ubicación del hotel es de 4 cuadras de la plaza principal, lo suficientemente lejos para estar tranquilo y, sin embargo, a poca distancia a pie. Hay un buen restaurante italiano/sushi, San Giovanni Trattoria, camino al zócalo. La piscina es hermosa y lo suficientemente grande. ¡El servicio en este hotel es excepcional! El registro es fácil, las habitaciones están bien mantenidas y limpias, y el desayuno es maravilloso --- ¡los huevos con longaniza son particularmente buenos!",5.0,Valladolid,Yucatan,Hotel,0.9623632761649789,-0.828657
62593,Muy bueno,"La comida es muy buena así como la atención, el café acompañado con pan tostado de desayuno no puede faltar, la mermelada de papaya muy rica, hay paquetes de desayuno muy completos, y a precios muy accesibles, súper recomendado!",5.0,Valladolid,Yucatan,Restaurant,0.9779735198244452,0.818927
94823,Excelente opción,Muy rica opción para probar productos de la región. Gran concepto y muy buena atención de todos. Intenten probar todos los platillos hay para todos los gustos.,5.0,Atlixco,Puebla,Restaurant,0.9556954593863338,0.838466
45488,Un deleite a los sentidos,"Un poco más técnico que otros, en este cenote encuentras thermoclinas y haloclinas Increíble y formidable experiencia.En el exterior no hay nada, está muy descuidado y no lo recomiendo para ir si no vas a bucear, ni siquiera para acompañar a alguien que va a bucear.",4.0,Tulum,QuintanaRoo,Attractive,0.2679498642683029,0.409283
166159,Magnífica colección de arte mexicano,"Cuando visite Valladolid, hacer absolutamente seguro de que tome un tour de la Casa de los venados, una casa privada con una increíble colección de arte folklórico mexicano (Los recorridos comienzan a las 10. 00 días más e incluyen partes de la casa que los propietarios utilizar en tu día a día. Si tiene suerte, puede incluso llegar a conocer a uno de ellos como lo hicimos nosotros. Las donaciones y el apoyo de un número de proyectos en la comunidad local.La casa en sí,) un maravilloso ejemplo de la arquitectura colonial, ha sido cuidadosamente restaurado por sus propietarios. Pero es la colección de más de 3000 piezas, tan variada como extensa, que lo asombrará. La mayoría de los propietarios de la colección adquirida directamente de los artistas de todo México. Por todas partes hay algo para admirar. Nuestro guía era amable y muy bien informado, alegremente contestando a cualquier pregunta clientes tenían.Si usted tiene un interés en el arte en general, o simplemente para apreciar más la cultura mexicana, este es un lugar que no debería perderse. Sin duda fue lo más destacado de nuestro viaje.",5.0,Valladolid,Yucatan,Attractive,0.938066503033042,0.713745
172702,Maravilloso,"Super lindo un lugar maravilloso Y muy bonito me encanto todo el servicio muy atentos y una vista espectacular lo recomiendo muxho para viajes de pareja, mi esposo y yo quedamos encantados con lo lindo q es todo",5.0,Tulum,QuintanaRoo,Hotel,0.9806553442031144,0.888931
71671,"Hermosa ubicación, ruinas bien","El entorno que los mayas elegido para esta ciudad es espectacular. Algunas de las aguas más azules que verás jamás establece justo debajo de las ruinas. Después de ver Chichen Itza y algunos otros complejos de templos de las ruinas de Tulum, mientras ordenada, no eran espectaculares. Y aquí se pone seriamente caliente.",4.0,Tulum,QuintanaRoo,Attractive,-0.4245871007442474,-0.396205
196642,Excelente!!! ,"Siempre muy buena comida, excelente servicio un lugar super cómodo y seguro recomendado al 100% para cualquier ocasión especial, lo visitó por lo menos una vez al mes me encanta todo del lugar",5.0,Orizaba,Veracruz,Restaurant,0.9685497251339256,-0.992156
164709,Excelente servicio,"Todo esta de maravilla, tanto como el recibimiento y durante la estadía su atención es con calidez, lindo lugar cómodo y tranquilo, muy céntrico, excelente servicio de restauran y delicioso sabor. Super recomendado.",5.0,San_Cristobal_de_las_Casas,Chiapas,Hotel,0.978284678887576,0.832997
184755,Bella vista de la ciudad,"Hotel muy cercano del centro, con una hermosa vista de la Ciudad desde cualquiera de sus habitaciones, las cuales son muy amplias y cuentan con dos baños, las camas son cómodas, no recomiendo contratar con desayuno pues es muy escaso",4.0,San_Cristobal_de_las_Casas,Chiapas,Hotel,0.4862815178930759,0.626332
30726,Excelente en todo!!!,"Unos amigos estaban alojados y decidimos ir de day pass. La pasamos excelente! el servicio de todo el personal impecable. Las comidas y bebidas viariadas y buenas. El hotel no es nuevo , pero se mantiene muy bien y su arquitectura buen bonita. Muchas palmeras y cocoteros en todos los senderos y jardines, asi como fuentes de agua y musica relajante en los caminos.  Nos cuentan los amigos que el clima en las habitaciones es muy bueno y el estado de las mismas tambien. Tambien pudimos ver que algunos lugares estan exigiendo mantenimiento correctivo y preventivo, pero no afectan la estancia de huespedes.",5.0,Tulum,QuintanaRoo,Hotel,0.9535541399382056,0.894466
126217,Bien servicio y comida,"Excelente servicio, la atención de Irene estuvo muy buena, nos trató súper bien, nos dio recomendaciones y toda la comida esta rica.",4.0,Valladolid,Yucatan,Restaurant,0.9723433970939368,0.803549
138584,"Buen lugar, excelente vista ","Muy buen lugar ameno para venir con la familia y pasar un buen rato, se puede nadar a gusto en su muelle y el servicio EXCELENTE .

Con la comida son sentimientos encontrados; pedimos unas empanadas y un ceviche mixto buenos en sabor pobres en...Más",3.0,Bacalar,QuintanaRoo,Restaurant,0.969919455703348,0.956654
24965,delicioso,Es un pequeño lugar con una gran burrito vegetariana. Perfecto para una comida rápida y cargada con un montón de cosas diferentes. convino en que las salsas son deliciosa.,4.0,Sayulita,Nayarit,Restaurant,0.9641341131646186,0.831551
56785,Bonito lugar!,"Realmente agradable, y buena cafetería wifi!
Buena mezcla de desayuno y otras comidas diferentes:
La camarera) es amable y atento, un buen lugar para planificar el día.",5.0,Palenque,Chiapas,Restaurant,0.968878019368276,0.842597
24926,"Modernidad, elegancia, amabilidad 100%","Fui con mi esposa a pasar el fin de semana, somos de Guadalajara y solo habíamos visto el hotel en fotos pero esperábamos estuvieran muy apegadas a la realidad porque ya habíamos escuchado buenos comentarios. Desde que llegamos hasta que nos fuimos la amabilidad de todo el personal fue de hacerse notar. La habitación era una perfecta combinación de modernidad, buen gusto y calidad (estuvimos en la habitación 2) el patio acogedor, pero lo mejor de la habitación fue la terraza privada que tiene en el segundo piso con un sofá super cómodo y amplio, excelente lugar para una botella de vino y ver las estrellas. Otra de nuestras áreas preferidas fue la del jacuzzi ubicado en la azotea del tercer piso. la manera en que se respetó la vegetación del lugar le da un toque único y a pesar",5.0,Valle_de_Bravo,Estado_de_Mexico,Hotel,0.9497008589096368,0.841605
122137,Maravilloso lugar,Un lugar perfecto para cenar con la familia agradezco al mesero Marvin por su excelente servicio se los recomiendo mucho,5.0,Valladolid,Yucatan,Restaurant,0.9761764584109188,1.0
192193,Diferente,"Lo venden como hotel cuando debería de ser vendido como hostal, el servicio es excelente, los baños limpios y el cuarto bien, tienen un mini ventilador todo sucio el cual deberían de aumentar su tamaño y limpiarlos!! Como experiencia diferente está bien, pero no lo repetiría ",5.0,Tepoztlan,Morelos,Hotel,0.4678138121962547,-0.945703
